onset	duration	sample	value	event_code	background	foreground_contrast	stimulus_cond
0	0	0	break cnt	break cnt	n/a	n/a	n/a
34.204	0	17102	surroundSuppB1_start	93	n/a	n/a	n/a
35.74	0	17870	fixpoint_ON	4	n/a	n/a	n/a
36.26	2.4	18130	stim_ON	8	1	0	2
39.168	0	19584	fixpoint_ON	4	n/a	n/a	n/a
39.676	2.4	19838	stim_ON	8	1	0.3	3
42.588	0	21294	fixpoint_ON	4	n/a	n/a	n/a
43.096	2.4	21548	stim_ON	8	1	0.6	1
46.008	0	23004	fixpoint_ON	4	n/a	n/a	n/a
46.516	2.4	23258	stim_ON	8	1	1	2
49.428	0	24714	fixpoint_ON	4	n/a	n/a	n/a
49.936	2.4	24968	stim_ON	8	1	0	3
52.848	0	26424	fixpoint_ON	4	n/a	n/a	n/a
53.356	2.4	26678	stim_ON	8	1	0.3	2
56.268	0	28134	fixpoint_ON	4	n/a	n/a	n/a
56.776	2.4	28388	stim_ON	8	1	0.6	1
59.688	0	29844	fixpoint_ON	4	n/a	n/a	n/a
60.196	2.4	30098	stim_ON	8	1	1	3
63.108	0	31554	fixpoint_ON	4	n/a	n/a	n/a
63.616	2.4	31808	stim_ON	8	1	0	2
66.528	0	33264	fixpoint_ON	4	n/a	n/a	n/a
67.036	2.4	33518	stim_ON	8	1	0.3	3
69.948	0	34974	fixpoint_ON	4	n/a	n/a	n/a
70.456	2.4	35228	stim_ON	8	1	0.6	1
73.368	0	36684	fixpoint_ON	4	n/a	n/a	n/a
73.876	2.4	36938	stim_ON	8	1	1	2
76.788	0	38394	fixpoint_ON	4	n/a	n/a	n/a
77.296	2.4	38648	stim_ON	8	0	0	3
80.208	0	40104	fixpoint_ON	4	n/a	n/a	n/a
80.716	2.4	40358	stim_ON	8	0	0.3	1
83.628	0	41814	fixpoint_ON	4	n/a	n/a	n/a
84.136	2.4	42068	stim_ON	8	0	0.6	2
87.048	0	43524	fixpoint_ON	4	n/a	n/a	n/a
87.556	2.4	43778	stim_ON	8	0	1	3
90.468	0	45234	fixpoint_ON	4	n/a	n/a	n/a
90.976	2.4	45488	stim_ON	8	1	1	1
93.888	0	46944	fixpoint_ON	4	n/a	n/a	n/a
94.396	2.4	47198	stim_ON	8	1	0.6	3
97.308	0	48654	fixpoint_ON	4	n/a	n/a	n/a
97.816	2.4	48908	stim_ON	8	1	0.3	2
100.724	0	50362	fixpoint_ON	4	n/a	n/a	n/a
101.236	2.4	50618	stim_ON	8	1	0	1
104.144	0	52072	fixpoint_ON	4	n/a	n/a	n/a
104.656	2.4	52328	stim_ON	8	1	1	1
107.564	0	53782	fixpoint_ON	4	n/a	n/a	n/a
108.076	2.4	54038	stim_ON	8	1	0.6	2
110.984	0	55492	fixpoint_ON	4	n/a	n/a	n/a
111.496	2.4	55748	stim_ON	8	1	0.3	3
114.404	0	57202	fixpoint_ON	4	n/a	n/a	n/a
114.916	2.4	57458	stim_ON	8	1	0	1
117.824	0	58912	fixpoint_ON	4	n/a	n/a	n/a
118.336	2.4	59168	stim_ON	8	0	0	2
121.244	0	60622	fixpoint_ON	4	n/a	n/a	n/a
121.756	2.4	60878	stim_ON	8	1	0	3
124.664	0	62332	fixpoint_ON	4	n/a	n/a	n/a
125.176	2.4	62588	stim_ON	8	0	0.3	1
128.084	0	64042	fixpoint_ON	4	n/a	n/a	n/a
128.596	2.4	64298	stim_ON	8	1	0.3	2
131.504	0	65752	fixpoint_ON	4	n/a	n/a	n/a
132.016	2.4	66008	stim_ON	8	0	0.6	3
134.924	0	67462	fixpoint_ON	4	n/a	n/a	n/a
135.436	2.4	67718	stim_ON	8	1	0.6	1
138.344	0	69172	fixpoint_ON	4	n/a	n/a	n/a
138.856	2.4	69428	stim_ON	8	0	1	2
141.764	0	70882	fixpoint_ON	4	n/a	n/a	n/a
142.276	2.4	71138	stim_ON	8	1	1	3
145.184	0	72592	fixpoint_ON	4	n/a	n/a	n/a
145.696	2.4	72848	stim_ON	8	1	1	1
148.604	0	74302	fixpoint_ON	4	n/a	n/a	n/a
149.116	2.4	74558	stim_ON	8	1	0.6	2
152.024	0	76012	fixpoint_ON	4	n/a	n/a	n/a
152.536	2.4	76268	stim_ON	8	1	0.3	3
155.444	0	77722	fixpoint_ON	4	n/a	n/a	n/a
155.956	2.4	77978	stim_ON	8	1	0	1
158.864	0	79432	fixpoint_ON	4	n/a	n/a	n/a
159.376	2.4	79688	stim_ON	8	1	1	1
162.284	0	81142	fixpoint_ON	4	n/a	n/a	n/a
162.796	2.4	81398	stim_ON	8	1	0.6	3
165.704	0	82852	fixpoint_ON	4	n/a	n/a	n/a
166.216	2.4	83108	stim_ON	8	1	0.3	2
169.124	0	84562	fixpoint_ON	4	n/a	n/a	n/a
169.636	2.4	84818	stim_ON	8	1	0	1
172.544	0	86272	fixpoint_ON	4	n/a	n/a	n/a
173.056	2.4	86528	stim_ON	8	0	0	3
175.964	0	87982	fixpoint_ON	4	n/a	n/a	n/a
176.476	2.4	88238	stim_ON	8	0	0.3	1
179.384	0	89692	fixpoint_ON	4	n/a	n/a	n/a
179.896	2.4	89948	stim_ON	8	0	0.6	2
182.804	0	91402	fixpoint_ON	4	n/a	n/a	n/a
183.316	2.4	91658	stim_ON	8	0	1	3
186.224	0	93112	fixpoint_ON	4	n/a	n/a	n/a
186.736	2.4	93368	stim_ON	8	1	0	1
189.644	0	94822	fixpoint_ON	4	n/a	n/a	n/a
190.156	2.4	95078	stim_ON	8	1	0.3	2
193.064	0	96532	fixpoint_ON	4	n/a	n/a	n/a
193.576	2.4	96788	stim_ON	8	1	0.6	3
196.484	0	98242	fixpoint_ON	4	n/a	n/a	n/a
196.996	2.4	98498	stim_ON	8	1	1	1
199.904	0	99952	fixpoint_ON	4	n/a	n/a	n/a
200.416	2.4	100208	stim_ON	8	1	0	2
203.324	0	101662	fixpoint_ON	4	n/a	n/a	n/a
203.836	2.4	101918	stim_ON	8	1	0.3	1
206.744	0	103372	fixpoint_ON	4	n/a	n/a	n/a
207.256	2.4	103628	stim_ON	8	1	0.6	3
210.164	0	105082	fixpoint_ON	4	n/a	n/a	n/a
210.676	2.4	105338	stim_ON	8	1	1	2
213.584	0	106792	fixpoint_ON	4	n/a	n/a	n/a
214.096	2.4	107048	stim_ON	8	1	0	1
217.004	0	108502	fixpoint_ON	4	n/a	n/a	n/a
217.516	2.4	108758	stim_ON	8	1	0.3	2
220.424	0	110212	fixpoint_ON	4	n/a	n/a	n/a
220.936	2.4	110468	stim_ON	8	1	0.6	3
223.844	0	111922	fixpoint_ON	4	n/a	n/a	n/a
224.356	2.4	112178	stim_ON	8	1	1	1
227.264	0	113632	fixpoint_ON	4	n/a	n/a	n/a
227.776	2.4	113888	stim_ON	8	1	1	3
230.684	0	115342	fixpoint_ON	4	n/a	n/a	n/a
231.196	2.4	115598	stim_ON	8	0	1	1
234.104	0	117052	fixpoint_ON	4	n/a	n/a	n/a
