onset	duration	sample	value	event_code
0	n/a	0	9999	9999
1.242	n/a	621	video_start	82
164.236	n/a	82118	video_stop	102
164.834	n/a	82417	break cnt	break cnt
171.334	n/a	85667	contrastChangeB3_start	96
177.154	n/a	88577	contrastTrial_start	5
181.552	n/a	90776	stim_ON	8
183.312	n/a	91656	dot_no2_ON	12
183.952	n/a	91976	contrastTrial_start	5
189.952	n/a	94976	stim_ON	8
190.542	n/a	95271	dot_no2_ON	12
191.672	n/a	95836	dot_no2_ON	12
192.022	n/a	96011	dot_no2_ON	12
192.352	n/a	96176	contrastTrial_start	5
192.542	n/a	96271	dot_no2_ON	12
193.292	n/a	96646	dot_no2_ON	12
193.732	n/a	96866	dot_no2_ON	12
196.752	n/a	98376	right_target	9
198.572	n/a	99286	dot_no2_ON	12
199.022	n/a	99511	dot_no3_ON	13
199.152	n/a	99576	contrastTrial_start	5
203.552	n/a	101776	stim_ON	8
205.602	n/a	102801	dot_no2_ON	12
205.952	n/a	102976	contrastTrial_start	5
211.952	n/a	105976	right_target	9
213.862	n/a	106931	dot_no3_ON	13
214.352	n/a	107176	contrastTrial_start	5
220.352	n/a	110176	right_target	9
222.752	n/a	111376	contrastTrial_start	5
227.152	n/a	113576	stim_ON	8
228.666	n/a	114333	dot_no2_ON	12
229.552	n/a	114776	contrastTrial_start	5
232.364	n/a	116182	right_target	9
234.624	n/a	117312	dot_no3_ON	13
234.764	n/a	117382	contrastTrial_start	5
237.564	n/a	118782	right_target	9
239.964	n/a	119982	contrastTrial_start	5
245.964	n/a	122982	stim_ON	8
247.814	n/a	123907	dot_no2_ON	12
248.364	n/a	124182	contrastTrial_start	5
252.764	n/a	126382	stim_ON	8
254.704	n/a	127352	dot_no2_ON	12
255.164	n/a	127582	contrastTrial_start	5
