onset	duration	sample	value	event_code
0	n/a	0	break cnt	break cnt
5.032	n/a	2516	resting_start	90
105.856	n/a	52928	instructed_toOpenEyes	20
125.856	n/a	62928	instructed_toCloseEyes	30
165.854	n/a	82927	instructed_toOpenEyes	20
185.854	n/a	92927	instructed_toCloseEyes	30
225.856	n/a	112928	instructed_toOpenEyes	20
245.856	n/a	122928	instructed_toCloseEyes	30
285.856	n/a	142928	instructed_toOpenEyes	20
305.856	n/a	152928	instructed_toCloseEyes	30
345.856	n/a	172928	instructed_toOpenEyes	20
365.856	n/a	182928	instructed_toCloseEyes	30
405.856	n/a	202928	instructed_toOpenEyes	20
